Nro. IMNC,Nombre Insp.,Taller Insp.,Taller IMNC,Sec. Costo,Causa,Estado,Fecha IMNC,Fecha Disp.,Disposición,Fec.Cierre,Fec. Comp. Tareas,Prog OTG,SA IMNC,Cliente,Contrato,OTG Origen,OTP Origen,Agrupador OTP Origen,Operación,Desc. Operación,Taller de la Ope.,Doc. Cliente,Cod.Prov.,Proveedor,Nro. Parte,Nro. Serie,Desc.,Desc. Discrepancia.,Cód. Novedad,OTG Resolución,OTP Resolución,Agrupadora Resolución,Taller Ope ó Taller IMNC,Tecnologia Taller,Matricula / N° Plano
60305,Athena,3768,3870,,,Cerrado,18/12/2024,19/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754163,390820.0,135,"PROCEDER CONTROL DIMENSIONAL SEGÚN PI 390-57234-409

REGISTRAR

PN DEL INSTRUMENTO:

FECHA DE VENCIMIENTO:",0.0,,,Goku,390-57234-411,20-20,CARENADO DE FLAP #4 MOV.,"Característica 8 de PI 390-57234-409 REV / se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,41933820.0,757660.0,60305.0,3870,ARMADO,20 - 20
60306,Seiya,3768,403,,,Vigente c/OTP,19/12/2024,19/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756911,15.0,35,"PERFILAR EN FRÍO DE ACUERDO CON NE03-076 . VER IPT/PAM/0356, CALIBRAR SEGUN NECESIDAD
",404.0,,,Goku,PE12030-1T,21-21,PERFIL,Se observa que ambas pestañas de las piezas estan fuera de tolerancia segun REF 7 ( pide 18 +/- 0.8 mm y miden las piezas 16 mm)  y 8 ( pide 24.7 +/- 0.8 mm y miden las piezas 27.5 mm ) del PI.,GYD-004,41932805.0,757671.0,60306.0,404,CHAPA,21 - 21
60307,Shun,3748,3748,975.0,Métodos,Vigente c/OTP,19/12/2024,19/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752632,0.0,55,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-47502-003_MF,20-20,CUADERNA 2 SUB,"La pieza presenta referencias 6, 12, 13, 15 y 18  fuera de tolerancia. Se adjunta informe.
Espesores de pared de 3 mm se encuentran en 2.65 mm y espesor de 1.6 en 1.35 mm (ubicada sobre linea de forma, en un extremo).",GYD-007,41932805.0,757677.0,60307.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 20
60308,Thanatos,3738,801,,,Cerrado,19/12/2024,19/12/2024,,19/12/2024,19/12/2024,Hetzer,Marder III,Atlantis,Hetzer,42762500,736075,0.0,0,,,PT 2022/147602,,Goku,AE622-5000MIRPS,,BRIDA DE PILOTIN,"PLOMADA N/P N° AE622-5021MIRPS SE ENCUENTRA FUERA DE TOLERANCIA CON MAYOR PESO, PLANO SOLICITA 142 gr +/-14,2 gr Y TIENE 210gr.-",GYD-006,42762590.0,757679.0,60308.0,801,PARACAIDAS,0 - 0
60309,Thanatos,3738,801,,,Cerrado,19/12/2024,19/12/2024,,19/12/2024,19/12/2024,Hetzer,Marder III,Atlantis,Hetzer,42762500,736076,0.0,0,,,PT 2022/147602,,Goku,AE622-5000MIRPS,,BRIDA DE PILOTIN,"PLOMADA N/P N° AE622-5021MIRPS SE ENCUENTRA FUERA DE TOLERANCIA CON MAYOR PESO, PLANO SOLICITA 142 gr +/- 14,2gr Y TIENE 210gr.-",GYD-006,42762590.0,757678.0,60309.0,801,PARACAIDAS,0 - 0
60310,Shun,3748,3748,975.0,Métodos,Vigente c/disposición de CRP/CRM,19/12/2024,20/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752603,0.0,45,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,,,Goku,390-47508-003_MF,20-20,"CUADERNA 25,GANCHO 08, PTA CARGA,AL","La pieza presenta discrepancias en las referencias 8,17,18, 19 y 21 del plan de inspección. Ver informe adjunto.",GYD-015,,,,9320,CONTROL DE CALIDAD,20 - 20
60311,Afrodita,3738,203,,,Cerrado,19/12/2024,07/01/2025,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753531,82019.0,0,,,,,Goku,390-57312-403_MF,19-19,PANEL DE SPOILER,La pieza PANEL DE SPOILER 390-57312-403_MF presenta: A- Falta y excesiva porosidad de foam. B- Varias celdas sin densificar.,COM-026,,,,203,MATERIAL COMPUESTO,19 - 19
60312,Afrodita,3738,203,,,Cerrado,19/12/2024,07/01/2025,,08/01/2025,08/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,753548,82019.0,0,,,,,Goku,390-57312-404_MF,19-19,PANEL DE SPOILER,La pieza PANEL DE SPOILER 390-57312-404_MF presenta. A- Falta y excesiva porosidad del foam. B- Celdas imcompletas de densificar y epocast con exceso de porosidad (Hervido).,COM-026,41932903.0,758339.0,60312.0,203,MATERIAL COMPUESTO,19 - 19
60313,Shaka,3758,3870,,,Cerrado en Disposición,19/12/2024,20/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753231,390920.0,50,"INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57610-409 PI rev /  SEGUN OP 050 DE IPT

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................

",0.0,,,Goku,390-57610-409,20-20,SPOILER 4 IZQUIERDO,"La referencia 7 (tolerancia de forma de superficie extradós) del PI 390-57610-409 REV/, se encuentra fuera de tolerancia.",GYD-015,,,,3870,ARMADO,20 - 20
60314,Shaka,3758,3870,,,Cerrado,19/12/2024,20/12/2024,,20/12/2024,20/12/2024,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,753237,390920.0,50,"- INSPECCION DIMENSIONAL DE ACUERDO A:
PI 390-57510-410 PI Y S/OP50 DE IPT

REGISTRAR NUMERO DE ID DEL EQUIPO DE MEDICION.........................................................

REGISTRAR FECHA DE VENCIMIENTO DE LA CALIBRACION .........................................................",0.0,,,Goku,390-57510-410,20-20,SPOILER 3 DERECHO,"La referencia 7 (tolerancia de forma de superficie extradós) del PI 390-57510-410 REV /, se encuentra fuera de tolerancia.",GYD-015,41933820.0,757691.0,60314.0,3870,ARMADO,20 - 20
60315,Hyoga,3748,3748,312.0,Métodos,Cerrado en Disposición,19/12/2024,20/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756202,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

REGISTRAR DIAMETRO ESCARIADO 9.525 H7 MIN = __________ MAX = __________ MM

REGISTRAR DIAMETRO ESCARIADO 12.7 H7 MIN = __________ MAX = __________ MM
.
",310.0,,,Goku,390-57415-401_MF,N/S,"HINGE LATERAL 1,LH","La pieza presentaba entrada de herramienta en aleta posterior, se suavizo y el espesor está bajo medida y fuera de tolerancia, tiene 1.70 mm en sector aledaño al radio..",PAM-003,,,,310,CONTROL NUMÉRICO,22 - 22
60316,Hyoga,3748,3748,742.0,M. de Obra Taller,Anulado,19/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,751438,0.0,10,"INSPECCIÓN DE DUREZA S/NE 10-001 (NPF/PRE/052 E IOP/PRE/0232).
VALOR REQUERIDO 34 - 42 HRC. REGISTRAR: N° MAYCO EQUIPO:………… DUREZA MEDIA:……….",3768.0,,,Goku,390-47758-001,N/S,"PLACA,DENTADA - PTA CARGA, AC",Una de las placas tiene la ranura del lado contrario al indicado en el PI,CYD-007,,,,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 20
60317,Minos,9317,3141,,,Vigente c/disposición de CRP/CRM,20/12/2024,20/12/2024,,,,Marder III,Tiger II,Jamir,Elefant,53143199,240001,0.0,0,,,,,Goku,2265-0000-000,IL-001,ESTRUCTURA TREN PRINCIPAL IZQUIERDO,Extravío de documentación  de registro durante intervención del componente en cuestión con avance de tareas (#ref. RTI NRO AC-XQ-2265-0000-000-83-001G).,CYD-002,,,,3141,,
60318,Seiya,3768,403,,,Cerrado en Disposición,20/12/2024,03/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,755914,0.0,25,"DESANIDAR (Cortar micro-uniones) S/IPT/PAM/0826.
 RETIRAR EL EXCESO DE CONTORNO Y REBABAR  DE ACUERDO CON NE03-051 (NPF/PAM/008)
REALIZAR LIMPIEZA MANUAL S/NE40-012 (NPF/PRE/029 E IOP/PRE/0054). IDENTIFICAR CON ETIQUETA COLGANTE. S/ NPF/GER/006.
",405.0,,,Goku,PE12017-26_MF,24-26,PERFIL L,Se observa que falta C/U 1 pieza.,CYD-007,,,,405,CHAPA,24 - 26
60319,Seiya,3768,403,,,Cerrado en Disposición,20/12/2024,03/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,755939,0.0,25,"DESANIDAR (Cortar micro-uniones) S/IPT/PAM/0826.
 RETIRAR EL EXCESO DE CONTORNO Y REBABAR  DE ACUERDO CON NE03-051 (NPF/PAM/008)
REALIZAR LIMPIEZA MANUAL S/NE40-012 (NPF/PRE/029 E IOP/PRE/0054). IDENTIFICAR CON ETIQUETA COLGANTE. S/ NPF/GER/006.
",405.0,,,Goku,PE12017-28_MF,19-21,PERFIL L,Se observa que faltan C/U 3 piezas.,CYD-007,,,,405,CHAPA,19 - 21
60320,Seiya,3768,3748,,,Vigente c/disposición de CRP/CRM,21/12/2024,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756374,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

",310.0,,,Goku,390-15934-401_MF,22-22,"SOPORTE, ARNES","Se observa según plan de inspección, el faltaste de dos agujeros de tuercas ancladas que se detallan en la REF 12 y 13. Ademas los agujeros de la REF N1, con diámetro 2.5 (+0.25 -0) miden en C/U 2 piezas 3.11 mm.",AGU-003,,,,310,CONTROL NUMÉRICO,22 - 22
60321,Seiya,3768,3748,,,Vigente c/OTP,21/12/2024,08/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,751957,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
IDENTIFICAR PIEZAS SEGUN CROQUIS CNC LADO 2
",310.0,,,Goku,390-47878-001,22-24,"BLOQUE RAD,RAMPA AUX,PTA CARGA,AL",Se fabricaron C/U 4 piezas 390-47878-002 y 2 piezas 390-47878-001,GYD-014,41932804.0,758512.0,60321.0,310,CONTROL NUMÉRICO,22 - 24
60322,Shiryu,3758,3748,,,Cerrado en Disposición,21/12/2024,02/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753766,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,391-58670-402_MF,19-19,"BISAGRA,TRASERA,DER-NLG,AL",De acuerdo a plan de insp. 391-58670-402_MF REV A las ref. 4-7-12-14 se encuentran fuera de tolerancia. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\391-58670-402_MF\\391-58670-402_MF-OTP753766,GYD-015,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60323,Shun,3748,3748,,,Interviene CRP/CRM,21/12/2024,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752633,0.0,55,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3768.0,,,Goku,390-47506-001_MF,20-2,"FRAME 23,HOOK 06-CARGO DOOR,AL",La pieza presenta espesores de pared en menor medida  (0.4 mm menos que el mínimo de la tolerancia) y algunos espesores de piso se encuentran en hasta 0.5 mm por encima del máximo de la tolerancia. Ver anexo adjunto.,GYD-006,,,,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 20
60324,Seiya,3768,3748,,,Vigente c/OTP,21/12/2024,03/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,748025,0.0,10,"MECANIZAR EN ROUTER CNC SEGUN PROGRAMA, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",403.0,,,Goku,390-04119-001_MF1,23-23,"REFUERZO,CARENA MOVIL 4,FLAP-IZQ",Se observa segun el PI que se fabrico la pieza simetrica.,GYD-014,41932804.0,758082.0,60324.0,403,CHAPA,23 - 23
60325,Hyoga,3748,3748,,,Cerrado,21/12/2024,08/01/2025,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752252,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",310.0,,,Goku,390-57291-002_MF,N/S,"COSTILLA,CARENA MOVIL 3,FLAP-DER","Pieza 2 presenta REF 7; 9 y 11 fuera de tolerancia 
Pieza 5 y 6 presentan REF 9 fuera de tolerancia 
Las 6 piezas presentan resaltos de hasta 0.17 mm con radio 3 en pisos.",AGU-009,,,,310,CONTROL NUMÉRICO,21 - 26
60326,Seiya,3768,3748,,,Cerrado,21/12/2024,02/01/2025,,09/01/2025,09/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,748027,0.0,10,"MECANIZAR EN ROUTER CNC SEGUN PROGRAMA, INSTRUCTIVO Y CROQUIS.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",403.0,,,Goku,390-56911-001_MF1,22-22,PLACA,"Se observa entrada de herramienta en zona de radio( indicado en la pieza) 11 mm de largo por 1 mm de ancho. Novedad recurrente, esta novedad se da por el grabado del numero de parte, por favor NO GRAVAR MAS EL NUMERO DE PARTE CON ROUTER CNC, ADEMAS IGUAL SE MEZCLAN LOS NCOTS! Ejemplificado en IMNC 60324. y otros muchos mas.",PAM-003,41932804.0,757995.0,60326.0,403,CHAPA,22 - 22
60327,Seiya,3768,416,,,Vigente c/OTP,22/12/2024,06/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,748362,0.0,45,ENMASCARAR ZONA DE  CONTACTO A MASA S/IOP/PIN/0024 E IPT/PIN/1027.,416.0,,,Goku,390-14346-404_MF,22-24,SOPORTE ELECTRICO,El contacto a masa de las tres piezas terminadas se encuentran desplazados. Fuera de tolerancia. C/U 3 piezas NO oK.,PIN-008,41932804.0,758114.0,60327.0,416,PROCESO QUIMÍCO,22 - 24
60328,Shun,3748,3748,,,Vigente c/OTP,22/12/2024,03/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753764,0.0,40,"INSPECCIONAR SEGUN PLAN DE INSPECCION.
",3748.0,,,Goku,390-16807-403_MF,19-19,"CHARNELA, DELANTERA PUERTA, IZQ","El diámetro 25.4 mm se encuentra con marcas de herramienta y los chaflanes presentan ondulaciones. 
El nervio de 3 mm presenta entradas de herramienta y se observan espesores de 2.3 y 2.7 mm.",AGU-001,41932805.0,758098.0,60328.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60329,Seiya,3768,404,,,Cerrado en Disposición,22/12/2024,03/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756111,0.0,10,"
CONTORNEAR Y PERFORAR DE ACUERDO CON PROGRAMA DE CNC EN ROUTER DE 3 EJES, SEGÚN PLANTILLA DIGITAL.

",403.0,,,Goku,395-11621-003,23-25,BANDEJA,"Se observa en C/U 3 piezas, según REF 20 del PI que indica una distancia entre agujeros de 24.7 mm (TIP),se cumple para un solo par de agujeros, los siguientes 4 pares de agujeros están con una distancia entre centros de 21.7 mm.",AGU-009,,,,403,CHAPA,23 - 25
60330,Hyoga,3748,3748,,,Cerrado en Disposición,22/12/2024,30/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,746766,47719.0,10,"EMBALAR PARA ENVÍO A PROVEEDOR EXTERNO SEGÚN NPF/LOG/008. COMPLETAR FORMULARIO DE SOLICITUD DE ENVÍO DE MATERIALES SEGUN NPF/LOG/022. ORDEN DE COMPRA = ____________________ NRO. REMITO = ____________________

ENVIAR MATERIAL A PROVEEDOR EXTERNO PARA REALIZAR TRABAJOS. ADJUNTAR LA SIGUIENTE DOCUMENTACION (1) DEFINICION DE PRODUCTO (2) DOCUMENTO DE INSPECCION (3) NORMAS Y PROCEDIMIENTOS APLICABLES.

TODA LA DEMAS DOCUMENTACIÓN ADJUNTA A ÉSTE IT DEBE PERMANECER EN EL SECTOR DE EXPEDICIÓN/RECEPCIÓN, HASTA EL RETORNO DE LA PIEZA SEMI-ELABORADA, PARA CONTINUAR SU FABRICACIÓN.

TRABAJO A REALIZAR POR PROVEEDOR (1) MECANIZADO CNC (2) DESMARCADO (3) INSPECCION VISUAL Y DIMENSIONAL SEGÚN REQUISITOS ADJUNTOS (4) PROTECCION CON ACEITE ANTICORROSIVO.
*****  NO BORRAR MARCAS DE HERRAMIENTAS  *****",9450.0,,,Goku,390-47711-004_MF,N/S,"INTERCOSTAL,CUADERNAS 1819, AL","Espesores de piso sobre medida, tienen: Los de 1.7 (2 mm); los de 2 (2.33 mm); los de 3 (3.34mm); los de 4 (4.48mm) y los de 5 (5.5 mm)",GYD-006,,,,9450,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 20
60331,Hypnos,9312,3748,,,Vigente c/OTP,30/12/2024,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,743141,0.0,10,"EMBALAR PARA ENVÍO A PROVEEDOR EXTERNO SEGÚN NPF/LOG/008.
COMPLETAR FORMULARIO DE SOLICITUD DE ENVÍO DE MATERIALES SEGÚN NPF/LOG/022.

ORDEN DE COMPRA: ____________________ NRO. REMITO: ____________________
",9450.0,,,Goku,390-57814-405_MF,N/S,"CHARNELA CENTRAL,IZQ-SPOILER 6",La pieza presenta entradas de herramienta de hasta 5.5 mm de profundidad en paredes y marcas en alojamientos para rotulas.,PAM-003,41932804.0,758517.0,60331.0,9450,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60332,Hyoga,3748,3748,,,Vigente c/OTP,31/12/2024,31/12/2024,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,743998,10.0,15,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
MECANIZAR DENTADO SEGUN IPT-PAM-0819.
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.
",310.0,,,Goku,390-47741-001,N/S,"GANCHO, DEL - PTA CARGA, AC","Ref 3 del PI se encuentra fuera de tolerancias, ver informe adjunto.",AGU-007,41932804.0,757928.0,60332.0,310,CONTROL NUMÉRICO,19 - 19
60333,Aioria,3788,1222,,,Vigente c/OTP,31/12/2024,31/12/2024,,,,Tiger I,Tiger I,Jamir,Tiger I,42100209,756069,0.0,0,,,PT 2020/100100,,Goku,100B--220000A00V,1-1,FUSELAJE POSTERIOR OP20,"Durante armado de fuselaje posterior P/N 100B-220000A00V ,se observa larguero P/N 100-223130A00C mal conformado según diseño.",ADE-003,42100288.0,757858.0,60333.0,1222,,1 - 1
60334,Shiryu,3758,3758,,,Vigente c/OTP,31/12/2024,02/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932103,733684,5.0,101,,,,,Goku,390-47753-001,13-13,"GANCHO, DEL - PTA CARGA, AC",La pieza presenta corrosion en toda su superficie. (control dimensional ok informe en red),PAM-002,41932903.0,758011.0,60334.0,3758,PARACAIDAS,13 - 13
60335,Kanon,3768,413,,,Vigente c/OTP,31/12/2024,31/12/2024,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102417,747320,57503.0,5,"TORNEAR COMPLETO SEGUN PLANO.
DEJAR 0.3 MM DE SOBREMATERIAL EN DIAM 8.7 PARA POSTERIOR RECTIFICADO.
MECANIZAR ROSCA SEGUN PLANO. 
CONFORMAR MOLETEADO SEGUN PLANO NOTA 1.
GENERAR MOLETEADO SEGUN PLANO NOTA 1.
",303.0,,,Goku,ME125B-001,S/N,CUERPO SUPERIOR,"Dureza obtenida luego del tratamiento termico es HRC 36.Dureza requerida   en  IT HRC 58 - 62 .
Se genero QA 22 5145 que solicita generar IMNC .",TTS-005,40999900.0,757861.0,60335.0,303,MECANICA CONVENCIONAL,0 - 0
60336,Shiryu,3758,3758,,,Cerrado,31/12/2024,31/12/2024,,04/01/2025,04/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932804,747183,58751.0,105,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,PT 2019/419361,,Goku,390-47742-002,19-19,"GANCHO, DEL - PTA CARGA, AC",La pieza presenta zonas con  corrosion en su superficie. (control dimensional ok informe en red),PAM-002,41932804.0,757862.0,60336.0,9320,CONTROL DE CALIDAD,19 - 19
60337,Kanon,3768,411,,,Vigente c/OTP,31/12/2024,06/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754803,0.0,50,"INSPECCIONAR DE ACUERDO A PLAN DE INSPECCION ""390-44671-403_MF"" DE ACUERDO CON NPF/PAM/039. Y NE 03-080 CLASE II (NPF/PAM/017).
REGRISTRAR VALORES EN PLANILLA DE PLAN DE INSPECCIÓN.",3768.0,,,Goku,390-44671-403_MF,20-22,SOPORTE,"Para enmascarado de contacto a masa se utilizo utillaje 390-44681-401 ( QUE NO CORRESPONDE , ES MUY SIMILAR AL N/P  390-44671-401  ) quedando los contactos desplazados y diferentes medidas entre 2 y 5 mm  según IPT PIN 0369  390-44671-403 .",PIN-008,41932804.0,758118.0,60337.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),20 - 22
60338,Shiryu,3758,3758,,,Cerrado,31/12/2024,02/01/2025,,04/01/2025,04/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932804,733199,55904.0,101,,,PT 2019/419361,,Goku,390-47743-001,18-18,"GANCHO, DEL - PTA CARGA, AC",La pieza presenta zonas con corrosion en toda su superficie. (control dimensional ok informe en red),PAM-002,41932804.0,757929.0,60338.0,3758,PARACAIDAS,18 - 18
60339,Hyoga,3748,3748,,,Vigente c/OTP,31/12/2024,02/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750643,0.0,55,"REALIZAR FRESADO QUÍMICO S/NE 41-013 (NPF/PRE/010 E IOP/PRE/0085) DE 2,5 A 2,2; 2,0; 1,6; 1,3 Y 1,0

REGISTRAR TIEMPO Y TEMPERATURA DE FRESADO QUÍMICO: 

NOTA: RETIRAR LACA DE ENMASCARADO COMPLETAMENTE.",1501.0,,,Goku,390-47415-002_MF,N/S,RECUBRIMIENTO DELANTERO DERECHO,Sobre la cara con clad presenta manchas por posible corrosión o filtración en sectores indicados. Ver imagen adjunta,PAM-002,41932805.0,757930.0,60339.0,1501,PROCESO QUIMÍCO,19 - 19
60340,Kanon,3768,411,,,Cerrado,02/01/2025,02/01/2025,,06/01/2025,06/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,754705,0.0,80,"Remover cinta adhesiva que se encuentra en la superficie de contacto a masa, limpiar el área con paño limpio embebido con mec. Lijar con grano 320 o esponja (scotch brite), limpiar y aplicar conversión química de forma manual en la zona s/NE 40-006 (NPF/PRE/001, IOP/PIN/0024) e IPT/PIN/0940, limpiar y dejar secar.",411.0,,,Goku,390-44564-406_MF,20-20,"SOPORTE,SENUELOS,DER, CONO DE COLA","En  una zona se observa pintura cuarteada y en otras zonas pintura saltada , también se observa restos de pegamento en contactos a masa y manchas de alodine en la pieza . 
Ver las observaciones marcadas en la pieza .",PIN-003,41932804.0,758001.0,60340.0,411,PINTURA DE PARTES,20 - 20
60341,Shiryu,3758,3748,,,Vigente c/OTP,02/01/2025,02/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932103,734914,5.0,101,,,,,Goku,390-47744-001,17-18,"GANCHO, DEL - PTA CARGA, AC","De acuerdo a plan de insp. 390-47744-001 REV B en ref. 3 se pide cota 9.75 mm a 9.95 mm y la pieza mide entre 9.94 mm y 10.06 mm, tambien se observa zonas con corrosion en su superficie y dentado. Ver informe adjunto en red.  \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-47744-001\\390-47744-001_OTP734914_op101",GYD-008,41932903.0,757997.0,60341.0,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),17 - 18
60342,Aioria,3788,1222,,,Vigente c/OTP,02/01/2025,03/01/2025,,,,Tiger I,Tiger I,Jamir,Tiger I,42100209,756069,0.0,0,,,PT 2020/100100,,Goku,100B--220000A00V,1-1,FUSELAJE POSTERIOR OP20,"Durante armado de fuselaje posterior P/N 100B-220000A00V, se observa interferencia entre larguero 12 deriva posterior P/N 100B-223140A00C y recubrimiento izquierdo P/N 100B-227010A00C :
En zona núcleo (100B-227010A05B).
En zona marco de tapa 100B228500A00C.",ADE-003,42100282.0,758009.0,60342.0,1222,,1 - 1
60343,Kanon,3768,9312,,,Vigente c/disposición de CRP/CRM,02/01/2025,10/01/2025,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,27402406,5117,,1,,,,,Goku,,S/N,5117 (GALVANOSTEGIA),"Segun informe de laboratorio los resultados de cuba  mayco 862/09 cobreado pabellón 103 los resultados están fuera de especificación .
Ver informe adjunto .",TTS-019,,,,9312,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),
60344,Shiryu,3758,3748,,,Cerrado,02/01/2025,09/01/2025,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756416,0.0,35,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-15811-001,21-23,"SOPORTE, ARNES",De acuerdo a plan de insp. 390-15811-001 REV A se pide en ref 1 y 7 Ø max 2.75 mm y en ambas piezas miden entre Ø 3.11 mm y Ø 3.13 mm.,AGU-006,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),21 - 23
60345,Aioria,3788,1222,,,Vigente c/OTP,03/01/2025,03/01/2025,,,,Tiger I,Tiger I,Jamir,Tiger I,42100209,756069,0.0,0,,,PT 2020/100100,,Goku,100B--220000A00V,1-1,FUSELAJE POSTERIOR OP20,"Durante armado de fuselaje posterior P/N 100B-220000A00V, se observa imposibilidad de montaje de cuaderna  P/N 100B221120A00C según utilaje (AC superior no coincidente) ,además presenta interferencia con larguero principal izq. P/N 100B223210A00C .",ADE-003,42100288.0,758086.0,60345.0,1222,,1 - 1
60346,Poseidon,9451,9001,,,Cerrado en Disposición,03/01/2025,06/01/2025,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300013,0.0,0,,,,,Goku,17084GEP/17085CEH,S/D,PRIMER EPOXI DE BAJO CONTENIDO,Lata con golpe en la tapa. No hay pérdida de contenido.,LOG-002,,,,9001,,0 - 0
